ch	pt	CAL_V	mean	std	median	outliers	mean_w/o_out	std_w/o_out	samples
 0	 0	   10	 106.63	 3.353	107.0	  3	 106.70	 2.987	 100
 0	 0	   20	 112.43	 3.285	112.0	  2	 112.45	 3.023	 100
 0	 0	   30	 119.03	 3.614	119.0	  4	 118.97	 2.856	 100
 0	 0	   40	 125.54	 3.365	126.0	  0	 125.54	 3.365	 100
 0	 0	   50	 131.77	 3.162	132.0	  0	 131.77	 3.162	 100
 0	 0	   60	 138.66	 3.479	138.0	  0	 138.66	 3.479	 100
 0	 0	   70	 144.27	 2.981	144.0	  0	 144.27	 2.981	 100
 0	 0	   80	 150.86	 3.676	150.0	  3	 150.79	 3.275	 100
 0	 0	   90	 158.17	 4.132	158.0	  0	 158.17	 4.132	 100
 0	 0	  100	 164.15	 3.517	164.0	  4	 163.95	 2.939	 100
 0	 0	  200	 227.77	 3.643	228.0	  1	 227.67	 3.511	 100
 0	 0	  300	 283.65	 3.170	283.5	  2	 283.63	 2.958	 100
 0	 0	  400	 329.23	 3.041	330.0	  2	 329.41	 2.799	 100
 0	 0	  500	 364.92	 3.547	365.0	  2	 364.92	 3.342	 100
 0	 0	  600	 393.60	 3.075	394.0	  2	 393.60	 2.716	 100
 0	 0	  700	 417.59	 3.426	417.5	  1	 417.48	 3.278	 100
 0	 0	  800	 436.82	 3.500	437.0	  1	 436.69	 3.253	 100
 0	 0	  900	 453.29	 3.857	453.0	  1	 453.13	 3.533	 100
 0	 0	 1000	 467.29	 3.613	467.0	  1	 467.14	 3.310	 100
 0	 0	 1200	 491.65	 3.362	491.0	  2	 491.48	 3.173	 100
 0	 0	 1400	 515.15	 3.976	515.0	  2	 515.08	 3.484	 100
 0	 0	 1600	 533.97	 3.653	534.0	  0	 533.97	 3.653	 100
 0	 0	 1800	 551.87	 3.290	552.0	  2	 551.67	 3.015	 100
 0	 0	 2000	 568.55	 3.030	569.0	  6	 568.71	 2.457	 100
 0	 0	 4000	 683.96	 3.467	684.0	  2	 683.97	 3.088	 100
 0	 0	 6000	 758.68	 3.784	758.0	  1	 758.55	 3.555	 100
 0	 0	 8000	 820.00	 3.882	820.0	  2	 820.18	 3.698	 100
 0	 0	10000	 873.81	 4.194	874.0	  0	 873.81	 4.194	 100
