ch	pt	CAL_V	mean	std	median	outliers	mean_w/o_out	std_w/o_out	samples
 0	 0	   10	 115.75	29.691	112.0	  9	 112.53	12.489	 100
 0	 0	   20	 117.59	26.156	119.0	 12	 118.93	12.021	 100
 0	 0	   30	 130.78	39.977	126.0	 18	 127.65	 9.729	 100
 0	 0	   40	 136.08	32.467	136.0	 12	 135.02	12.906	 100
 0	 0	   50	 149.02	32.573	146.0	 15	 146.01	11.607	 100
 0	 0	   60	 154.61	35.964	151.5	  9	 152.73	16.069	 100
 0	 0	   70	 167.04	26.487	165.0	  7	 166.03	14.405	 100
 0	 0	   80	 176.81	36.831	175.0	 12	 176.28	14.899	 100
 0	 0	   90	 180.36	43.204	181.5	 13	 181.89	17.295	 100
 0	 0	  100	 191.08	31.082	193.0	  9	 192.85	14.837	 100
 0	 0	  200	 285.23	33.466	289.5	 11	 288.37	13.278	 100
 0	 0	  300	 373.15	35.478	373.0	  8	 373.14	15.519	 100
 0	 0	  400	 448.29	18.303	448.0	  3	 447.79	14.739	 100
 0	 0	  500	 512.94	20.411	513.0	 10	 511.63	10.352	 100
 0	 0	  600	 564.91	28.014	564.0	 13	 563.45	11.175	 100
 0	 0	  700	 605.15	26.967	601.5	  7	 601.42	12.995	 100
 0	 0	  800	 634.66	39.733	629.0	 13	 628.25	12.704	 100
 0	 0	  900	 651.91	24.378	653.0	  4	 652.18	12.735	 100
 0	 0	 1000	 672.55	26.762	672.0	 14	 670.09	10.027	 100
 0	 0	 1200	 700.03	24.688	698.0	  7	 696.46	12.353	 100
 0	 0	 1400	 721.49	24.206	720.0	  7	 718.20	11.786	 100
 0	 0	 1600	 737.99	32.910	733.5	 10	 734.37	14.368	 100
 0	 0	 1800	 748.09	19.377	748.0	 12	 747.60	10.674	 100
 0	 0	 2000	 769.39	20.819	769.0	 10	 767.76	10.673	 100
 0	 0	 4000	 883.51	30.494	882.0	 13	 879.90	12.970	 100
 0	 0	 6000	 974.22	21.439	973.0	  4	 975.32	16.145	 100
 0	 0	 8000	1039.68	21.593	1041.0	 10	1040.33	10.471	 100
 0	 0	10000	1087.18	19.288	1088.0	  7	1087.45	13.478	 100
 0	 0	12000	1127.97	24.806	1126.0	 10	1125.69	11.346	 100
 0	 0	14000	1170.08	21.685	1166.5	  6	1166.59	12.252	 100
 0	 0	16000	1203.00	24.098	1203.0	 13	1201.20	11.371	 100
 0	 0	18000	1235.91	22.311	1234.0	  4	1233.66	12.513	 100
 0	 0	20000	1265.94	19.341	1265.0	  8	1263.39	12.535	 100
 0	 0	22000	1292.36	20.938	1293.0	  8	1290.64	12.683	 100
 0	 0	24000	1319.28	27.541	1314.0	  7	1315.60	11.991	 100
 0	 0	26000	1344.13	17.031	1341.0	  4	1342.75	12.704	 100
 0	 0	28000	1372.03	28.123	1370.0	  4	1368.06	19.731	 100
 0	 0	30000	1396.92	21.044	1397.0	 12	1395.83	 9.738	 100
 0	 0	32000	1427.90	23.534	1426.0	 10	1423.58	 9.849	 100
 0	 0	34000	1453.43	27.311	1449.0	  9	1448.03	10.316	 100
 0	 0	36000	1467.54	20.503	1469.0	  8	1467.79	13.095	 100
 0	 0	38000	1499.90	24.645	1497.0	  8	1496.36	12.551	 100
 0	 0	40000	1521.27	19.815	1521.0	 10	1521.20	10.393	 100
 0	 0	42000	1543.40	22.578	1543.0	 12	1543.89	 9.479	 100
 0	 0	44000	1569.26	26.204	1568.5	 12	1568.14	 9.909	 100
 0	 0	46000	1590.17	16.261	1591.0	 11	1591.97	 9.366	 100
 0	 0	48000	1609.74	20.072	1611.0	  8	1611.46	13.399	 100
 0	 0	50000	1635.90	27.320	1633.0	 11	1632.97	 9.199	 100
 0	 0	52000	1655.97	14.370	1657.0	  9	1656.84	 8.628	 100
 0	 0	54000	1681.73	23.220	1678.5	  6	1677.90	 8.701	 100
 0	 0	56000	1698.90	15.575	1698.0	 10	1698.09	 9.655	 100
 0	 0	58000	1722.65	22.457	1721.0	 14	1719.34	 6.333	 100
 0	 0	60000	1744.73	32.812	1741.0	  8	1738.62	11.700	 100
 0	 0	62000	1761.08	21.802	1761.0	 10	1759.76	10.477	 100
 0	 0	64000	1782.08	22.563	1782.0	 14	1782.15	 7.604	 100
 0	 1	   10	 115.00	25.923	114.0	 10	 114.07	 8.766	 100
 0	 1	   20	 122.52	27.423	122.0	 13	 122.94	12.127	 100
 0	 1	   30	 134.34	31.180	132.0	 12	 131.92	 9.689	 100
 0	 1	   40	 138.28	33.558	140.0	 15	 140.06	 9.619	 100
 0	 1	   50	 154.47	26.169	152.0	 11	 151.38	 9.251	 100
 0	 1	   60	 157.63	27.032	160.0	 14	 159.73	10.948	 100
 0	 1	   70	 171.01	24.466	170.0	 12	 169.76	 9.391	 100
 0	 1	   80	 178.89	21.672	180.0	 15	 181.88	 9.484	 100
 0	 1	   90	 185.39	20.828	187.5	 12	 188.44	 9.850	 100
 0	 1	  100	 203.51	28.902	199.0	 19	 199.00	 7.893	 100
 0	 1	  200	 291.43	29.606	292.5	 15	 292.61	10.400	 100
 0	 1	  300	 364.86	22.565	362.0	 14	 362.23	 7.758	 100
 0	 1	  400	 417.41	17.043	418.0	 12	 418.08	 6.732	 100
 0	 1	  500	 460.92	16.283	460.0	 11	 459.22	 9.798	 100
 0	 1	  600	 493.14	16.033	491.0	 12	 490.48	 6.882	 100
 0	 1	  700	 521.70	18.103	520.0	 11	 518.80	 8.216	 100
 0	 1	  800	 546.23	20.431	544.0	 16	 542.87	 6.428	 100
 0	 1	  900	 565.44	15.184	563.5	 10	 564.21	 7.421	 100
 0	 1	 1000	 583.35	16.005	581.0	  8	 581.76	 7.312	 100
 0	 1	 1200	 616.48	16.604	614.5	 11	 614.73	 7.155	 100
 0	 1	 1400	 644.34	13.259	643.0	 10	 642.88	 7.029	 100
 0	 1	 1600	 663.01	12.688	663.0	 11	 663.80	 5.683	 100
 0	 1	 1800	 684.13	13.537	683.0	  5	 682.47	 8.994	 100
 0	 1	 2000	 703.55	12.855	701.0	  8	 701.65	 6.273	 100
 0	 1	 4000	 818.53	11.310	818.0	  8	 818.18	 7.426	 100
 0	 1	 6000	 889.70	13.939	890.0	 10	 889.38	 8.009	 100
 0	 1	 8000	 942.82	11.574	943.0	  8	 943.34	 6.984	 100
 0	 1	10000	 987.38	14.184	987.0	 10	 986.57	 6.500	 100
 0	 1	12000	1029.19	13.241	1026.0	  7	1026.88	 6.724	 100
 0	 1	14000	1061.76	11.806	1062.5	  7	1062.03	 6.665	 100
 0	 1	16000	1091.73	10.303	1093.0	 11	1092.89	 5.867	 100
 0	 1	18000	1125.03	13.847	1124.0	 10	1123.46	 6.543	 100
 0	 1	20000	1152.79	15.163	1152.0	  7	1150.87	 9.017	 100
 0	 1	22000	1182.02	15.764	1179.5	  9	1178.53	 6.390	 100
 0	 1	24000	1204.66	13.556	1204.0	 13	1203.44	 7.054	 100
 0	 1	26000	1227.52	13.269	1228.5	  8	1227.25	 8.017	 100
