ch	pt	CAL_V	mean	std	median	outliers	mean_w/o_out	std_w/o_out	samples
 0	 0	   10	 126.91	 6.472	126.0	  1	 127.20	 5.805	 100
 0	 0	   20	 136.04	 5.619	136.0	  0	 136.04	 5.619	 100
 0	 0	   30	 144.58	 6.051	144.0	  0	 144.58	 6.051	 100
 0	 0	   40	 153.58	 6.489	154.0	  1	 153.79	 6.178	 100
 0	 0	   50	 163.92	 7.555	164.0	  0	 163.92	 7.555	 100
 0	 0	   60	 174.54	 6.758	175.0	  0	 174.54	 6.758	 100
 0	 0	   70	 185.21	 6.886	185.0	  1	 185.44	 6.508	 100
 0	 0	   80	 196.84	 7.180	197.0	  2	 197.38	 6.044	 100
 0	 0	   90	 208.88	 7.312	209.0	  2	 209.32	 6.701	 100
 0	 0	  100	 220.60	 6.957	220.5	  2	 220.59	 6.278	 100
 0	 0	  200	 335.71	 6.256	335.5	  0	 335.71	 6.256	 100
 0	 0	  300	 442.11	 5.817	442.0	  0	 442.11	 5.817	 100
 0	 0	  400	 538.31	 6.185	538.0	  1	 538.12	 5.920	 100
 0	 0	  500	 622.80	 5.158	622.5	  1	 622.62	 4.844	 100
 0	 0	  600	 697.39	 4.936	698.0	  0	 697.39	 4.936	 100
 0	 0	  700	 761.67	 5.051	761.0	  1	 761.47	 4.682	 100
 0	 0	  800	 815.44	 4.203	815.0	  0	 815.44	 4.203	 100
 0	 0	  900	 859.15	 4.326	859.0	  0	 859.15	 4.326	 100
 0	 0	 1000	 896.06	 4.880	897.0	  0	 896.06	 4.880	 100
 0	 0	 1200	 950.87	 4.327	950.5	  1	 950.73	 4.105	 100
 0	 0	 1400	 990.84	 4.451	990.0	  0	 990.84	 4.451	 100
 0	 0	 1600	1022.13	 4.917	1021.5	  4	1021.85	 4.275	 100
 0	 0	 1800	1048.12	 4.217	1048.0	  0	1048.12	 4.217	 100
 0	 0	 2000	1071.14	 4.264	1071.0	  0	1071.14	 4.264	 100
 0	 0	 4000	1224.94	 4.052	1226.0	  1	1225.07	 3.855	 100
 0	 0	 6000	1321.27	 3.634	1321.0	  0	1321.27	 3.634	 100
 0	 0	 8000	1391.98	 3.972	1392.0	  0	1391.98	 3.972	 100
 0	 0	10000	1451.56	 3.705	1451.0	  2	1451.32	 3.298	 100
 0	 0	12000	1502.23	 3.946	1502.0	  3	1502.29	 3.547	 100
 0	 0	14000	1549.46	 4.366	1550.0	  0	1549.46	 4.366	 100
 0	 0	16000	1591.72	 4.112	1591.0	  0	1591.72	 4.112	 100
 0	 0	18000	1632.10	 3.401	1631.0	  1	1632.02	 3.323	 100
 0	 0	20000	1668.66	 3.548	1669.0	  0	1668.66	 3.548	 100
 0	 0	22000	1703.98	 3.822	1704.0	  1	1704.12	 3.569	 100
 0	 0	24000	1735.68	 3.845	1736.0	  4	1735.99	 2.950	 100
 0	 0	26000	1767.68	 3.720	1768.0	  4	1768.06	 3.273	 100
 0	 0	28000	1797.57	 3.919	1798.0	  5	1797.85	 3.281	 100
 0	 0	30000	1826.00	 3.408	1826.0	  0	1826.00	 3.408	 100
 0	 0	32000	1852.28	 3.226	1853.0	  1	1852.36	 3.131	 100
 0	 0	34000	1876.13	 3.365	1877.0	  0	1876.13	 3.365	 100
 0	 0	36000	1898.72	 2.507	1899.0	  0	1898.72	 2.507	 100
 0	 0	38000	1919.30	 2.966	1919.0	  0	1919.30	 2.966	 100
 0	 0	40000	1940.45	 2.488	1941.0	  1	1940.54	 2.349	 100
 0	 0	42000	1958.27	 2.273	1958.0	  1	1958.34	 2.163	 100
 0	 0	44000	1974.18	 2.333	1974.0	  4	1974.31	 2.074	 100
 0	 0	46000	1987.58	 2.142	1988.0	  4	1987.81	 1.837	 100
 0	 0	48000	1999.04	 1.675	1999.0	  0	1999.04	 1.675	 100
 0	 0	50000	2008.24	 1.505	2008.0	  0	2008.24	 1.505	 100
 0	 0	52000	2015.12	 1.166	2015.0	 35	2015.00	 0.000	 100
 0	 0	54000	2021.18	 0.881	2021.0	 45	2021.00	 0.000	 100
 0	 0	56000	2025.65	 0.770	2026.0	 43	2026.00	 0.000	 100
 0	 0	58000	2028.68	 0.695	2029.0	 34	2029.00	 0.000	 100
 0	 0	60000	2030.75	 0.500	2031.0	 28	2031.00	 0.000	 100
 0	 0	62000	2032.48	 0.858	2033.0	 43	2033.00	 0.000	 100
 0	 0	64000	2033.90	 0.461	2034.0	 19	2034.00	 0.000	 100
 0	 1	   10	 134.03	 4.986	134.0	  1	 134.26	 4.432	 100
