ch	pt	CAL_V	mean	std	median	outliers	mean_w/o_out	std_w/o_out	samples
 0	 0	   10	 119.90	 6.182	120.0	  1	 120.09	 5.909	 100
 0	 0	   20	 129.29	 5.600	129.0	  1	 129.48	 5.277	 100
 0	 0	   30	 137.00	 6.356	137.0	  2	 137.00	 5.419	 100
 0	 0	   40	 146.64	 6.309	146.0	  2	 146.24	 5.720	 100
 0	 0	   50	 154.30	 6.690	154.0	  2	 154.24	 6.036	 100
 0	 0	   60	 163.56	 7.361	163.0	  4	 163.16	 5.919	 100
 0	 0	   70	 173.61	 5.633	174.0	  2	 173.58	 4.991	 100
 0	 0	   80	 183.51	 7.512	184.0	 10	 183.70	 4.950	 100
 0	 0	   90	 192.44	 7.538	193.0	  3	 192.24	 6.404	 100
 0	 0	  100	 202.62	 6.000	202.0	  3	 202.45	 5.140	 100
 0	 0	  200	 301.07	 6.632	301.5	  1	 300.86	 6.318	 100
 0	 0	  300	 396.06	 6.953	395.5	  4	 395.62	 5.443	 100
 0	 0	  400	 483.42	 6.721	483.0	  5	 483.33	 5.435	 100
 0	 0	  500	 563.27	 6.276	564.0	  4	 563.64	 5.234	 100
 0	 0	  600	 632.44	 5.498	633.0	  1	 632.25	 5.195	 100
 0	 0	  700	 688.97	 5.325	689.5	  0	 688.97	 5.325	 100
 0	 0	  800	 737.30	 5.171	737.0	  0	 737.30	 5.171	 100
 0	 0	  900	 774.66	 4.761	776.0	  2	 774.92	 4.446	 100
 0	 0	 1000	 806.46	 4.618	806.0	  1	 806.29	 4.327	 100
 0	 0	 1200	 851.30	 4.054	851.5	  0	 851.30	 4.054	 100
 0	 0	 1400	 884.33	 4.973	884.0	  1	 884.48	 4.750	 100
 0	 0	 1600	 910.70	 4.792	910.0	  0	 910.70	 4.792	 100
 0	 0	 1800	 931.73	 5.091	932.0	  0	 931.73	 5.091	 100
 0	 0	 2000	 952.29	 4.600	953.0	  0	 952.29	 4.600	 100
 0	 0	 4000	1094.08	 4.886	1094.0	  0	1094.08	 4.886	 100
 0	 0	 6000	1182.35	 4.098	1182.0	  0	1182.35	 4.098	 100
 0	 0	 8000	1246.66	 4.477	1246.0	  0	1246.66	 4.477	 100
 0	 0	10000	1300.58	 4.358	1301.0	  1	1300.41	 4.051	 100
 0	 0	12000	1347.03	 4.655	1347.0	  8	1346.91	 3.340	 100
 0	 0	14000	1388.32	 4.660	1389.0	  0	1388.32	 4.660	 100
 0	 0	16000	1427.56	 4.319	1427.0	  1	1427.42	 4.121	 100
 0	 0	18000	1463.82	 4.133	1464.0	  0	1463.82	 4.133	 100
 0	 0	20000	1497.74	 4.857	1498.0	  1	1497.58	 4.594	 100
 0	 0	22000	1528.46	 4.646	1529.0	  0	1528.46	 4.646	 100
 0	 0	24000	1562.01	 4.591	1562.0	  1	1561.87	 4.391	 100
 0	 0	26000	1590.71	 4.571	1590.0	  0	1590.71	 4.571	 100
 0	 0	28000	1620.28	 4.193	1620.0	  1	1620.13	 3.940	 100
 0	 0	30000	1647.97	 4.785	1648.0	  1	1647.83	 4.594	 100
 0	 0	32000	1674.60	 4.810	1675.0	  0	1674.60	 4.810	 100
 0	 0	34000	1701.33	 4.332	1701.0	  0	1701.33	 4.332	 100
 0	 0	36000	1727.05	 4.123	1727.0	  0	1727.05	 4.123	 100
 0	 0	38000	1753.17	 4.309	1754.0	  0	1753.17	 4.309	 100
 0	 0	40000	1776.77	 3.969	1777.0	  0	1776.77	 3.969	 100
 0	 0	42000	1802.51	 4.380	1803.0	  1	1802.66	 4.148	 100
 0	 0	44000	1824.66	 4.031	1825.0	  0	1824.66	 4.031	 100
 0	 0	46000	1847.01	 3.896	1847.0	  3	1846.91	 3.536	 100
 0	 0	48000	1869.28	 4.330	1869.0	  1	1869.42	 4.103	 100
 0	 0	50000	1890.04	 3.824	1890.0	  0	1890.04	 3.824	 100
 0	 0	52000	1910.13	 3.781	1910.0	  1	1909.95	 3.339	 100
 0	 0	54000	1929.18	 3.566	1929.5	  1	1929.05	 3.339	 100
 0	 0	56000	1945.77	 3.584	1946.0	  1	1945.89	 3.398	 100
 0	 0	58000	1962.96	 2.814	1963.0	  0	1962.96	 2.814	 100
 0	 0	60000	1977.66	 2.757	1978.0	  9	1977.52	 2.094	 100
 0	 0	62000	1991.43	 2.487	1991.0	  0	1991.43	 2.487	 100
 0	 0	64000	2002.86	 1.944	2003.0	  0	2002.86	 1.944	 100
 0	 1	   10	 126.58	 4.450	126.0	  1	 126.76	 4.101	 100
 0	 1	   20	 134.62	 4.131	134.0	  0	 134.62	 4.131	 100
 0	 1	   30	 144.04	 4.124	144.0	  1	 143.90	 3.895	 100
 0	 1	   40	 155.96	 4.309	156.0	  0	 155.96	 4.309	 100
 0	 1	   50	 165.96	 4.786	166.0	  0	 165.96	 4.786	 100
 0	 1	   60	 177.62	 5.120	178.0	  0	 177.62	 5.120	 100
 0	 1	   70	 188.18	 5.125	189.0	  3	 188.61	 4.572	 100
 0	 1	   80	 198.84	 5.523	198.0	  1	 198.66	 5.236	 100
 0	 1	   90	 209.17	 4.586	210.0	  0	 209.17	 4.586	 100
 0	 1	  100	 220.12	 5.418	220.0	  3	 220.38	 4.297	 100
 0	 1	  200	 323.49	 4.768	323.0	  1	 323.64	 4.561	 100
 0	 1	  300	 410.77	 4.242	411.0	  1	 410.96	 3.814	 100
 0	 1	  400	 483.43	 4.262	484.0	  0	 483.43	 4.262	 100
 0	 1	  500	 541.71	 3.285	541.0	  2	 541.76	 2.939	 100
 0	 1	  600	 587.15	 3.040	587.0	  1	 587.05	 2.887	 100
 0	 1	  700	 623.36	 3.164	624.0	  1	 623.46	 3.001	 100
 0	 1	  800	 653.25	 3.574	653.0	  0	 653.25	 3.574	 100
 0	 1	  900	 678.46	 3.236	678.0	  0	 678.46	 3.236	 100
 0	 1	 1000	 701.62	 3.513	701.0	  1	 701.53	 3.400	 100
 0	 1	 1200	 739.33	 3.367	739.0	  0	 739.33	 3.367	 100
 0	 1	 1400	 773.58	 3.310	773.0	  1	 773.69	 3.148	 100
 0	 1	 1600	 800.60	 2.920	801.0	  1	 800.69	 2.802	 100
 0	 1	 1800	 825.44	 3.334	826.0	  1	 825.32	 3.139	 100
 0	 1	 2000	 845.96	 3.478	846.0	  2	 846.15	 3.234	 100
 0	 1	 4000	 982.17	 3.216	982.0	  1	 982.07	 3.075	 100
 0	 1	 6000	1064.35	 3.383	1064.5	  0	1064.35	 3.383	 100
 0	 1	 8000	1125.48	 3.386	1125.0	  1	1125.39	 3.291	 100
 0	 1	10000	1176.61	 3.306	1177.0	  1	1176.52	 3.183	 100
 0	 1	12000	1219.99	 3.374	1220.0	  2	1219.99	 3.154	 100
 0	 1	14000	1258.86	 2.927	1259.0	  1	1258.77	 2.791	 100
 0	 1	16000	1296.40	 3.342	1296.0	  1	1296.27	 3.106	 100
 0	 1	18000	1329.38	 3.372	1330.0	  2	1329.37	 3.150	 100
 0	 1	20000	1360.53	 3.716	1361.0	  0	1360.53	 3.716	 100
 0	 1	22000	1389.73	 3.336	1389.0	  2	1389.55	 3.120	 100
 0	 1	24000	1419.15	 3.347	1419.0	  2	1419.34	 3.109	 100
 0	 1	26000	1446.22	 3.047	1446.0	  1	1446.31	 2.916	 100
 0	 1	28000	1472.15	 3.261	1472.0	  0	1472.15	 3.261	 100
 0	 1	30000	1498.20	 3.556	1498.0	  0	1498.20	 3.556	 100
 0	 1	32000	1522.15	 3.249	1522.0	  0	1522.15	 3.249	 100
 0	 1	34000	1546.66	 3.217	1546.0	  1	1546.76	 3.081	 100
 0	 1	36000	1570.47	 3.148	1571.0	  0	1570.47	 3.148	 100
 0	 1	38000	1592.99	 3.377	1593.0	  2	1592.80	 3.119	 100
 0	 1	40000	1614.76	 3.098	1615.0	  1	1614.85	 2.984	 100
 0	 1	42000	1636.23	 3.461	1637.0	  2	1636.42	 3.227	 100
 0	 1	44000	1657.54	 2.739	1658.0	  0	1657.54	 2.739	 100
 0	 1	46000	1678.75	 3.273	1678.5	  0	1678.75	 3.273	 100
 0	 1	48000	1698.45	 3.036	1698.0	  0	1698.45	 3.036	 100
 0	 1	50000	1718.38	 2.856	1718.0	  0	1718.38	 2.856	 100
 0	 1	52000	1736.40	 2.978	1736.0	  0	1736.40	 2.978	 100
 0	 1	54000	1753.97	 2.980	1754.0	  1	1754.06	 2.853	 100
