ch	pt	CAL_V	mean	std	median	outliers	mean_w/o_out	std_w/o_out	samples
 0	 0	   10	 120.62	 3.561	120.0	  3	 120.19	 2.459	 100
 0	 0	   20	 121.87	 3.280	122.0	 13	 121.79	 1.760	 100
 0	 0	   30	 123.51	 2.702	123.0	  7	 123.10	 1.707	 100
 0	 0	   40	 124.37	 3.054	125.0	  9	 124.77	 1.921	 100
 0	 0	   50	 126.59	 3.352	126.0	  4	 126.40	 2.736	 100
 0	 0	   60	 127.88	 4.183	128.0	  5	 128.04	 3.329	 100
 0	 0	   70	 129.76	 2.875	130.0	 10	 129.80	 1.574	 100
 0	 0	   80	 130.90	 2.611	131.0	 10	 131.09	 1.674	 100
 0	 0	   90	 132.37	 2.838	133.0	  9	 132.66	 1.634	 100
 0	 0	  100	 133.62	 2.506	133.0	  8	 133.38	 1.728	 100
 0	 0	  200	 147.01	 4.687	147.0	 14	 147.13	 1.622	 100
 0	 0	  300	 160.90	 3.301	161.0	 11	 161.44	 1.406	 100
 0	 0	  400	 174.47	 3.076	174.0	  6	 174.66	 2.178	 100
 0	 0	  500	 188.72	 3.607	189.0	  4	 188.51	 2.726	 100
 0	 0	  600	 200.82	 2.587	201.0	  7	 200.67	 1.919	 100
 0	 0	  700	 212.49	 2.706	213.0	  7	 212.71	 1.954	 100
 0	 0	  800	 224.00	 3.336	224.0	  3	 224.12	 2.728	 100
 0	 0	  900	 235.47	 3.448	235.0	  6	 235.24	 2.417	 100
 0	 0	 1000	 246.05	 3.115	246.0	 13	 246.07	 1.648	 100
 0	 0	 1200	 267.82	 3.427	268.0	  5	 268.19	 2.472	 100
 0	 0	 1400	 286.80	 3.210	286.0	  4	 286.54	 2.326	 100
 0	 0	 1600	 303.69	 3.401	304.0	  4	 303.69	 2.758	 100
 0	 0	 1800	 320.53	 3.377	321.0	  2	 320.51	 2.982	 100
 0	 0	 2000	 335.74	 3.252	336.0	  5	 335.56	 2.254	 100
 0	 0	 4000	 454.63	 3.231	455.0	  4	 454.81	 2.716	 100
 0	 0	 6000	 539.48	 3.865	540.0	  7	 539.63	 2.839	 100
 0	 0	 8000	 606.78	 3.350	607.0	  4	 606.81	 2.641	 100
