ch	pt	CAL_V	mean	std	median	outliers	mean_w/o_out	std_w/o_out	samples
 0	 0	   10	 108.29	30.079	107.0	 10	 106.10	 8.344	 100
 0	 0	   20	 115.80	26.153	116.0	 16	 113.90	 7.617	 100
 0	 0	   30	 124.20	25.772	124.0	 11	 124.90	 7.703	 100
 0	 0	   40	 133.87	23.938	133.0	 14	 133.05	 8.701	 100
 0	 0	   50	 149.95	46.516	142.0	 18	 142.38	 7.285	 100
 0	 0	   60	 152.82	32.632	152.5	 12	 151.60	10.106	 100
 0	 0	   70	 160.05	27.654	160.0	 10	 159.27	 8.609	 100
 0	 0	   80	 169.18	25.967	169.0	  8	 169.13	 8.755	 100
 0	 0	   90	 176.03	25.334	178.0	 10	 178.33	 9.201	 100
 0	 0	  100	 184.42	34.764	188.0	 17	 188.12	 8.738	 100
 0	 0	  200	 279.15	24.262	280.0	 14	 281.33	 8.967	 100
 0	 0	  300	 362.80	24.536	363.0	 11	 363.08	 9.269	 100
 0	 0	  400	 437.90	27.896	437.5	 10	 438.19	 7.362	 100
 0	 0	  500	 501.70	31.721	498.0	 13	 497.90	 6.581	 100
 0	 0	  600	 544.17	24.021	544.0	 13	 543.92	 7.471	 100
 0	 0	  700	 581.23	21.309	580.0	 11	 579.62	 7.566	 100
 0	 0	  800	 610.99	24.315	607.0	  9	 607.34	 7.305	 100
 0	 0	  900	 630.09	21.996	629.0	 13	 628.76	 4.815	 100
 0	 0	 1000	 646.51	15.009	646.0	 14	 645.79	 6.203	 100
 0	 0	 1200	 670.07	17.973	672.0	 18	 672.05	 4.830	 100
 0	 0	 1400	 696.30	22.319	695.0	 13	 694.92	 4.779	 100
 0	 0	 1600	 713.33	19.979	713.0	 14	 713.33	 6.398	 100
 0	 0	 1800	 733.28	20.990	730.5	 21	 730.22	 4.827	 100
 0	 0	 2000	 744.74	13.514	747.0	 10	 747.00	 5.977	 100
 0	 0	 4000	 865.16	15.156	866.0	 11	 866.25	 7.204	 100
 0	 0	 6000	 952.48	18.093	950.5	  9	 950.43	 6.768	 100
 0	 0	 8000	1012.58	19.975	1011.0	 12	1010.25	 5.361	 100
 0	 0	10000	1055.21	10.480	1057.0	  8	1055.50	 6.604	 100
 0	 0	12000	1097.69	21.793	1097.5	 16	1097.95	 4.869	 100
 0	 0	14000	1134.70	17.790	1133.0	 15	1132.66	 5.147	 100
 0	 0	16000	1169.93	19.324	1168.0	 13	1167.59	 5.077	 100
 0	 0	18000	1205.60	23.373	1201.0	 12	1201.06	 5.158	 100
 0	 0	20000	1227.95	17.830	1230.0	 14	1230.28	 4.700	 100
 0	 0	22000	1260.05	21.979	1261.0	 13	1260.93	 5.949	 100
 0	 0	24000	1292.09	17.867	1290.0	 13	1289.59	 5.233	 100
 0	 0	26000	1315.66	13.398	1316.0	 12	1316.70	 6.442	 100
 0	 0	28000	1345.55	18.793	1342.0	 12	1341.69	 5.602	 100
 0	 0	30000	1366.54	12.743	1368.0	 14	1368.09	 4.979	 100
 0	 0	32000	1396.19	18.578	1393.0	 14	1393.03	 4.983	 100
 0	 0	34000	1416.34	17.732	1417.0	 10	1417.40	 5.884	 100
 0	 0	36000	1441.14	15.814	1441.0	 16	1439.85	 5.474	 100
 0	 0	38000	1466.28	16.461	1466.0	 18	1465.80	 5.348	 100
 0	 0	40000	1483.78	15.309	1488.0	 10	1487.17	 5.191	 100
 0	 0	42000	1513.59	19.306	1512.0	 15	1511.48	 4.954	 100
 0	 0	44000	1534.55	19.778	1533.0	 11	1532.56	 6.161	 100
 0	 0	46000	1553.66	14.813	1554.5	 13	1554.76	 5.783	 100
 0	 0	48000	1577.97	18.885	1577.0	 10	1576.41	 6.326	 100
 0	 0	50000	1596.02	15.657	1597.0	 13	1597.77	 5.155	 100
 0	 0	52000	1620.05	17.261	1620.5	 10	1620.01	 6.232	 100
 0	 0	54000	1640.72	15.586	1641.0	 13	1640.63	 5.781	 100
 0	 0	56000	1663.12	14.169	1662.5	 10	1662.71	 6.090	 100
 0	 0	58000	1685.64	13.325	1684.0	 15	1684.39	 5.029	 100
 0	 0	60000	1703.37	16.651	1704.0	  8	1704.30	 5.499	 100
 0	 0	62000	1726.41	20.846	1725.0	 15	1724.78	 5.681	 100
 0	 0	64000	1745.56	15.266	1745.0	  9	1744.19	 6.537	 100
 0	 1	   10	 114.49	26.278	113.5	 16	 113.19	 6.239	 100
 0	 1	   20	 117.78	21.670	118.0	 10	 118.02	 8.611	 100
 0	 1	   30	 129.32	31.784	129.0	 20	 129.80	 5.446	 100
 0	 1	   40	 139.41	24.300	138.0	 17	 137.35	 5.954	 100
 0	 1	   50	 147.19	21.271	148.0	 14	 146.49	 8.341	 100
 0	 1	   60	 157.06	18.098	157.0	 11	 156.56	 5.949	 100
 0	 1	   70	 168.21	24.075	166.0	 15	 166.92	 6.673	 100
 0	 1	   80	 176.22	14.606	176.0	  8	 175.95	 7.356	 100
 0	 1	   90	 186.01	23.555	185.5	 15	 185.72	 6.573	 100
 0	 1	  100	 194.43	17.437	196.0	 13	 196.72	 6.256	 100
 0	 1	  200	 281.12	20.574	281.0	 10	 280.89	 6.245	 100
 0	 1	  300	 346.22	18.059	346.0	 15	 346.45	 3.990	 100
 0	 1	  400	 394.81	15.207	397.0	 13	 396.67	 3.911	 100
 0	 1	  500	 435.83	21.019	434.0	 12	 433.36	 4.103	 100
 0	 1	  600	 461.92	11.520	464.0	 11	 463.34	 4.634	 100
 0	 1	  700	 491.84	14.024	489.5	 11	 488.79	 4.839	 100
 0	 1	  800	 516.62	13.483	514.0	 15	 513.92	 4.575	 100
 0	 1	  900	 534.83	13.846	534.0	 11	 533.18	 4.672	 100
 0	 1	 1000	 552.02	 8.922	552.0	 10	 552.01	 4.680	 100
 0	 1	 1200	 582.99	10.105	583.0	 12	 582.86	 4.139	 100
 0	 1	 1400	 608.38	 8.861	609.0	 13	 609.06	 4.260	 100
 0	 1	 1600	 631.83	14.425	632.0	 13	 631.85	 4.136	 100
 0	 1	 1800	 652.02	12.809	651.0	 11	 651.19	 4.106	 100
 0	 1	 2000	 669.36	 8.912	669.0	  8	 668.92	 4.570	 100
